month,client,product,managed,booked,revenue
2024-09,Client E,Product C,HKG,AUS,229166
2024-10,Client E,Product C,HKG,AUS,185831
2024-11,Client E,Product C,HKG,AUS,169074
2024-12,Client E,Product C,HKG,AUS,176492
2025-01,Client E,Product C,HKG,AUS,198219
2025-02,Client E,Product C,HKG,AUS,271197
2025-03,Client E,Product C,HKG,AUS,346044
2025-04,Client E,Product C,HKG,AUS,368863
2025-05,Client E,Product C,HKG,AUS,327131
2025-06,Client E,Product C,HKG,AUS,382643
2025-07,Client E,Product C,HKG,AUS,295856
2025-08,Client E,Product C,HKG,AUS,290248
2025-09,Client E,Product C,HKG,AUS,226188
2025-10,Client E,Product C,HKG,AUS,161534
2025-11,Client E,Product C,HKG,AUS,175242
2025-12,Client E,Product C,HKG,AUS,205006
2026-01,Client E,Product C,HKG,AUS,205093
2026-02,Client E,Product C,HKG,AUS,280299
2026-03,Client E,Product C,HKG,AUS,343574
2026-04,Client E,Product C,HKG,AUS,383847
2026-05,Client E,Product C,HKG,AUS,327779
2026-06,Client E,Product C,HKG,AUS,350195
2024-01,Client E,Product C,HKG,CHN,271212
2024-02,Client E,Product C,HKG,CHN,274076
2024-03,Client E,Product C,HKG,CHN,374118
2024-04,Client E,Product C,HKG,CHN,368435
2024-05,Client E,Product C,HKG,CHN,289887
2024-06,Client E,Product C,HKG,CHN,319505
2024-07,Client E,Product C,HKG,CHN,275785
2024-08,Client E,Product C,HKG,CHN,318253
2024-09,Client E,Product C,HKG,CHN,257394
2024-10,Client E,Product C,HKG,CHN,266509
2024-11,Client E,Product C,HKG,CHN,268868
2024-12,Client E,Product C,HKG,CHN,306679
2025-01,Client E,Product C,HKG,CHN,308944
2025-02,Client E,Product C,HKG,CHN,352239
2025-03,Client E,Product C,HKG,CHN,397115
2025-04,Client E,Product C,HKG,CHN,365451
2025-05,Client E,Product C,HKG,CHN,434617
2025-06,Client E,Product C,HKG,CHN,374940
2025-07,Client E,Product C,HKG,CHN,364231
2025-08,Client E,Product C,HKG,CHN,353430
2025-09,Client E,Product C,HKG,CHN,319557
2025-10,Client E,Product C,HKG,CHN,310994
2025-11,Client E,Product C,HKG,CHN,334590
2025-12,Client E,Product C,HKG,CHN,431280
2026-01,Client E,Product C,HKG,CHN,403215
2026-02,Client E,Product C,HKG,CHN,381075
2026-03,Client E,Product C,HKG,CHN,428472
2026-04,Client E,Product C,HKG,CHN,478721
2026-05,Client E,Product C,HKG,CHN,494055
2026-06,Client E,Product C,HKG,CHN,496066
2024-01,Client E,Product C,HKG,SWE,320294
2024-02,Client E,Product C,HKG,SWE,338433
2024-03,Client E,Product C,HKG,SWE,374936
2024-04,Client E,Product C,HKG,SWE,376278
2024-05,Client E,Product C,HKG,SWE,375910
2024-06,Client E,Product C,HKG,SWE,338633
2024-07,Client E,Product C,HKG,SWE,263802
2024-08,Client E,Product C,HKG,SWE,231048
2024-09,Client E,Product C,HKG,SWE,163417
2024-10,Client E,Product C,HKG,SWE,209981
2024-11,Client E,Product C,HKG,SWE,244145
2024-12,Client E,Product C,HKG,SWE,282542
2025-01,Client E,Product C,HKG,SWE,373226
2025-02,Client E,Product C,HKG,SWE,431862
2025-03,Client E,Product C,HKG,SWE,397454
2025-04,Client E,Product C,HKG,SWE,438590
2025-05,Client E,Product C,HKG,SWE,417558
2025-06,Client E,Product C,HKG,SWE,357707
2025-07,Client E,Product C,HKG,SWE,271524
2025-08,Client E,Product C,HKG,SWE,196402
2025-09,Client E,Product C,HKG,SWE,179795
2025-10,Client E,Product C,HKG,SWE,197649
2025-11,Client E,Product C,HKG,SWE,240788
2025-12,Client E,Product C,HKG,SWE,310188
2026-01,Client E,Product C,HKG,SWE,341113
2026-02,Client E,Product C,HKG,SWE,472204
2026-03,Client E,Product C,HKG,SWE,426184
2026-04,Client E,Product C,HKG,SWE,498671
2026-05,Client E,Product C,HKG,SWE,383182
2026-06,Client E,Product C,HKG,SWE,356307
2024-01,Client E,Product E,HKG,BRA,406227
2024-02,Client E,Product E,HKG,BRA,359751
2024-03,Client E,Product E,HKG,BRA,328967
2024-04,Client E,Product E,HKG,BRA,265779
2024-05,Client E,Product E,HKG,BRA,316772
2024-06,Client E,Product E,HKG,BRA,339994
2024-07,Client E,Product E,HKG,BRA,441000
2024-08,Client E,Product E,HKG,BRA,534810
2024-09,Client E,Product E,HKG,BRA,621809
2024-10,Client E,Product E,HKG,BRA,521111
2024-11,Client E,Product E,HKG,BRA,597188
2024-12,Client E,Product E,HKG,BRA,563949
2025-01,Client E,Product E,HKG,BRA,403187
2025-02,Client E,Product E,HKG,BRA,345781
2025-03,Client E,Product E,HKG,BRA,311373
2025-04,Client E,Product E,HKG,BRA,306845
2025-05,Client E,Product E,HKG,BRA,388621
2025-06,Client E,Product E,HKG,BRA,456728
2025-07,Client E,Product E,HKG,BRA,555477
2025-08,Client E,Product E,HKG,BRA,550859
2025-09,Client E,Product E,HKG,BRA,602941
2025-10,Client E,Product E,HKG,BRA,634105
2025-11,Client E,Product E,HKG,BRA,588924
2025-12,Client E,Product E,HKG,BRA,546911
2026-01,Client E,Product E,HKG,BRA,551560
2026-02,Client E,Product E,HKG,BRA,491335
2026-03,Client E,Product E,HKG,BRA,353160
2026-04,Client E,Product E,HKG,BRA,409221
2026-05,Client E,Product E,HKG,BRA,430796
2026-06,Client E,Product E,HKG,BRA,463305
2024-01,Client E,Product E,HKG,GBR,546141
2024-02,Client E,Product E,HKG,GBR,370163
2024-03,Client E,Product E,HKG,GBR,374963
2024-04,Client E,Product E,HKG,GBR,287413
2024-05,Client E,Product E,HKG,GBR,279779
2024-06,Client E,Product E,HKG,GBR,255239
2024-07,Client E,Product E,HKG,GBR,295510
2024-08,Client E,Product E,HKG,GBR,349804
2024-09,Client E,Product E,HKG,GBR,471310
2024-10,Client E,Product E,HKG,GBR,435579
2024-11,Client E,Product E,HKG,GBR,557979
2024-12,Client E,Product E,HKG,GBR,550460
2025-01,Client E,Product E,HKG,GBR,476134
2025-02,Client E,Product E,HKG,GBR,423346
2025-03,Client E,Product E,HKG,GBR,403835
2025-04,Client E,Product E,HKG,GBR,257732
2025-05,Client E,Product E,HKG,GBR,233451
2025-06,Client E,Product E,HKG,GBR,244438
2025-07,Client E,Product E,HKG,GBR,301289
2025-08,Client E,Product E,HKG,GBR,368779
2025-09,Client E,Product E,HKG,GBR,503071
2025-10,Client E,Product E,HKG,GBR,575691
2025-11,Client E,Product E,HKG,GBR,554951
2025-12,Client E,Product E,HKG,GBR,601067
2026-01,Client E,Product E,HKG,GBR,512629
2026-02,Client E,Product E,HKG,GBR,483131
2026-03,Client E,Product E,HKG,GBR,318001
2026-04,Client E,Product E,HKG,GBR,322881
2026-05,Client E,Product E,HKG,GBR,247956
2026-06,Client E,Product E,HKG,GBR,266950
2024-01,Client F,Product C,CHE,ARE,485536
2024-02,Client F,Product C,CHE,ARE,472826
2024-03,Client F,Product C,CHE,ARE,433871
2024-04,Client F,Product C,CHE,ARE,366071
2024-05,Client F,Product C,CHE,ARE,384394
2024-06,Client F,Product C,CHE,ARE,298163
2024-07,Client F,Product C,CHE,ARE,257424
2024-08,Client F,Product C,CHE,ARE,275192
2024-09,Client F,Product C,CHE,ARE,314572
2024-10,Client F,Product C,CHE,ARE,336476
2024-11,Client F,Product C,CHE,ARE,363057
2024-12,Client F,Product C,CHE,ARE,386621
2025-01,Client F,Product C,CHE,ARE,426848
2025-02,Client F,Product C,CHE,ARE,466054
2025-03,Client F,Product C,CHE,ARE,354978
2025-04,Client F,Product C,CHE,ARE,381711
2025-05,Client F,Product C,CHE,ARE,279578
2025-06,Client F,Product C,CHE,ARE,291068
2025-07,Client F,Product C,CHE,ARE,281263
2025-08,Client F,Product C,CHE,ARE,291062
2025-09,Client F,Product C,CHE,ARE,243060
2025-10,Client F,Product C,CHE,ARE,277764
2025-11,Client F,Product C,CHE,ARE,340461
2025-12,Client F,Product C,CHE,ARE,386337
2026-01,Client F,Product C,CHE,ARE,416136
2026-02,Client F,Product C,CHE,ARE,403699
2026-03,Client F,Product C,CHE,ARE,412488
2026-04,Client F,Product C,CHE,ARE,373480
2026-05,Client F,Product C,CHE,ARE,311124
2026-06,Client F,Product C,CHE,ARE,268670
2024-01,Client F,Product C,CHE,SGP,538631
2024-02,Client F,Product C,CHE,SGP,648859
2024-03,Client F,Product C,CHE,SGP,603324
2024-04,Client F,Product C,CHE,SGP,546974
2024-05,Client F,Product C,CHE,SGP,564273
2024-06,Client F,Product C,CHE,SGP,568403
2024-07,Client F,Product C,CHE,SGP,479447
2024-08,Client F,Product C,CHE,SGP,597325
2024-09,Client F,Product C,CHE,SGP,597646
2024-10,Client F,Product C,CHE,SGP,652477
2024-11,Client F,Product C,CHE,SGP,646780
2024-12,Client F,Product C,CHE,SGP,640554
2025-01,Client F,Product C,CHE,SGP,682462
2025-02,Client F,Product C,CHE,SGP,664573
2025-03,Client F,Product C,CHE,SGP,766342
2025-04,Client F,Product C,CHE,SGP,810753
2025-05,Client F,Product C,CHE,SGP,764437
2025-06,Client F,Product C,CHE,SGP,590619
2025-07,Client F,Product C,CHE,SGP,729275
2025-08,Client F,Product C,CHE,SGP,620754
2025-09,Client F,Product C,CHE,SGP,570954
2025-10,Client F,Product C,CHE,SGP,644987
2025-11,Client F,Product C,CHE,SGP,751715
2025-12,Client F,Product C,CHE,SGP,685737
2026-01,Client F,Product C,CHE,SGP,887742
2026-02,Client F,Product C,CHE,SGP,973613
2026-03,Client F,Product C,CHE,SGP,849648
2026-04,Client F,Product C,CHE,SGP,920719
2026-05,Client F,Product C,CHE,SGP,809570
2026-06,Client F,Product C,CHE,SGP,787045
2024-01,Client F,Product C,JPN,BRA,630364
2024-02,Client F,Product C,JPN,BRA,620945
2024-03,Client F,Product C,JPN,BRA,608377
2024-04,Client F,Product C,JPN,BRA,749623
2024-05,Client F,Product C,JPN,BRA,637101
2024-06,Client F,Product C,JPN,BRA,513464
2024-07,Client F,Product C,JPN,BRA,635170
2024-08,Client F,Product C,JPN,BRA,612649
2024-09,Client F,Product C,JPN,BRA,508346
2024-10,Client F,Product C,JPN,BRA,643864
2024-11,Client F,Product C,JPN,BRA,676093
2024-12,Client F,Product C,JPN,BRA,654417
2025-01,Client F,Product C,JPN,BRA,644555
2025-02,Client F,Product C,JPN,BRA,668235
2025-03,Client F,Product C,JPN,BRA,676009
2025-04,Client F,Product C,JPN,BRA,692429
2025-05,Client F,Product C,JPN,BRA,517469
2025-06,Client F,Product C,JPN,BRA,641562
2025-07,Client F,Product C,JPN,BRA,491958
2025-08,Client F,Product C,JPN,BRA,584115
2025-09,Client F,Product C,JPN,BRA,587985
2025-10,Client F,Product C,JPN,BRA,657327
2025-11,Client F,Product C,JPN,BRA,695442
2025-12,Client F,Product C,JPN,BRA,590907
2026-01,Client F,Product C,JPN,BRA,722702
2026-02,Client F,Product C,JPN,BRA,737810
2026-03,Client F,Product C,JPN,BRA,604827
2026-04,Client F,Product C,JPN,BRA,594295
2026-05,Client F,Product C,JPN,BRA,557915
2026-06,Client F,Product C,JPN,BRA,539420
2024-01,Client F,Product C,JPN,CHN,553244
2024-02,Client F,Product C,JPN,CHN,586880
2024-03,Client F,Product C,JPN,CHN,600205
2024-04,Client F,Product C,JPN,CHN,681741
2024-05,Client F,Product C,JPN,CHN,832824
2024-06,Client F,Product C,JPN,CHN,899321
2024-07,Client F,Product C,JPN,CHN,806793
2024-08,Client F,Product C,JPN,CHN,863903
2024-09,Client F,Product C,JPN,CHN,800310
2024-10,Client F,Product C,JPN,CHN,722458
2024-11,Client F,Product C,JPN,CHN,550027
2024-12,Client F,Product C,JPN,CHN,525305
2025-01,Client F,Product C,JPN,CHN,412846
2025-02,Client F,Product C,JPN,CHN,457376
2025-03,Client F,Product C,JPN,CHN,532846
2025-04,Client F,Product C,JPN,CHN,706556
2025-05,Client F,Product C,JPN,CHN,789427
2025-06,Client F,Product C,JPN,CHN,849599
2025-07,Client F,Product C,JPN,CHN,777066
2025-08,Client F,Product C,JPN,CHN,896962
2025-09,Client F,Product C,JPN,CHN,741820
2025-10,Client F,Product C,JPN,CHN,575202
2025-11,Client F,Product C,JPN,CHN,470102
2025-12,Client F,Product C,JPN,CHN,395064
2026-01,Client F,Product C,JPN,CHN,354206
2026-02,Client F,Product C,JPN,CHN,485164
2026-03,Client F,Product C,JPN,CHN,567070
2026-04,Client F,Product C,JPN,CHN,543970
2026-05,Client F,Product C,JPN,CHN,706914
2026-06,Client F,Product C,JPN,CHN,813806
2024-01,Client F,Product D,CHE,GBR,1411469
2024-02,Client F,Product D,CHE,GBR,1081138
2024-03,Client F,Product D,CHE,GBR,1030612
2024-04,Client F,Product D,CHE,GBR,836377
2024-05,Client F,Product D,CHE,GBR,875556
2024-06,Client F,Product D,CHE,GBR,903659
2024-07,Client F,Product D,CHE,GBR,808521
2024-08,Client F,Product D,CHE,GBR,899882
2024-09,Client F,Product D,CHE,GBR,1329005
2024-10,Client F,Product D,CHE,GBR,1445422
2024-11,Client F,Product D,CHE,GBR,1475113
2024-12,Client F,Product D,CHE,GBR,1419248
2025-01,Client F,Product D,CHE,GBR,1518079
2025-02,Client F,Product D,CHE,GBR,1160972
2025-03,Client F,Product D,CHE,GBR,1058456
2025-04,Client F,Product D,CHE,GBR,944616
2025-05,Client F,Product D,CHE,GBR,1001627
2025-06,Client F,Product D,CHE,GBR,936254
2025-07,Client F,Product D,CHE,GBR,895445
2025-08,Client F,Product D,CHE,GBR,1135041
2025-09,Client F,Product D,CHE,GBR,1109490
2025-10,Client F,Product D,CHE,GBR,1412578
2025-11,Client F,Product D,CHE,GBR,1357123
2025-12,Client F,Product D,CHE,GBR,1800791
2026-01,Client F,Product D,CHE,GBR,1466492
2026-02,Client F,Product D,CHE,GBR,1234147
2026-03,Client F,Product D,CHE,GBR,1089109
2026-04,Client F,Product D,CHE,GBR,1017831
2026-05,Client F,Product D,CHE,GBR,899002
2026-06,Client F,Product D,CHE,GBR,904832
2024-01,Client F,Product D,JPN,MEX,1133982
2024-02,Client F,Product D,JPN,MEX,1143295
2024-03,Client F,Product D,JPN,MEX,980240
2024-04,Client F,Product D,JPN,MEX,1065844
2024-05,Client F,Product D,JPN,MEX,1015865
2024-06,Client F,Product D,JPN,MEX,844545
2024-07,Client F,Product D,JPN,MEX,789722
2024-08,Client F,Product D,JPN,MEX,774556
2024-09,Client F,Product D,JPN,MEX,829198
2024-10,Client F,Product D,JPN,MEX,809640
2024-11,Client F,Product D,JPN,MEX,844906
2024-12,Client F,Product D,JPN,MEX,1105355
2025-01,Client F,Product D,JPN,MEX,1209873
2025-02,Client F,Product D,JPN,MEX,1354322
2025-03,Client F,Product D,JPN,MEX,1198259
2025-04,Client F,Product D,JPN,MEX,1333475
2025-05,Client F,Product D,JPN,MEX,1223882
2025-06,Client F,Product D,JPN,MEX,1174366
2025-07,Client F,Product D,JPN,MEX,995186
2025-08,Client F,Product D,JPN,MEX,850375
2025-09,Client F,Product D,JPN,MEX,845120
2025-10,Client F,Product D,JPN,MEX,883218
2025-11,Client F,Product D,JPN,MEX,1106932
2025-12,Client F,Product D,JPN,MEX,1207239
2026-01,Client F,Product D,JPN,MEX,1131263
2026-02,Client F,Product D,JPN,MEX,1171229
2026-03,Client F,Product D,JPN,MEX,1417101
2026-04,Client F,Product D,JPN,MEX,1388800
2026-05,Client F,Product D,JPN,MEX,1168062
2026-06,Client F,Product D,JPN,MEX,1331809
2024-01,Client F,Product E,CHE,HKG,650736
2024-02,Client F,Product E,CHE,HKG,722123
2024-03,Client F,Product E,CHE,HKG,628739
2024-04,Client F,Product E,CHE,HKG,754196
2024-05,Client F,Product E,CHE,HKG,630173
2024-06,Client F,Product E,CHE,HKG,562787
2024-07,Client F,Product E,CHE,HKG,586546
2024-08,Client F,Product E,CHE,HKG,617303
2024-09,Client F,Product E,CHE,HKG,480762
2024-10,Client F,Product E,CHE,HKG,547778
2024-11,Client F,Product E,CHE,HKG,568810
2024-12,Client F,Product E,CHE,HKG,673737
2025-01,Client F,Product E,CHE,HKG,754180
2025-02,Client F,Product E,CHE,HKG,822158
2025-03,Client F,Product E,CHE,HKG,802791
2025-04,Client F,Product E,CHE,HKG,689273
2025-05,Client F,Product E,CHE,HKG,770438
2025-06,Client F,Product E,CHE,HKG,555027
2025-07,Client F,Product E,CHE,HKG,572460
2025-08,Client F,Product E,CHE,HKG,584126
2025-09,Client F,Product E,CHE,HKG,583728
2025-10,Client F,Product E,CHE,HKG,577806
2025-11,Client F,Product E,CHE,HKG,660643
2025-12,Client F,Product E,CHE,HKG,746816
2026-01,Client F,Product E,CHE,HKG,657809
2026-02,Client F,Product E,CHE,HKG,783124
2026-03,Client F,Product E,CHE,HKG,800850
2026-04,Client F,Product E,CHE,HKG,865504
2026-05,Client F,Product E,CHE,HKG,631894
2026-06,Client F,Product E,CHE,HKG,715505
2024-01,Client F,Product E,CHE,MEX,397585
2024-02,Client F,Product E,CHE,MEX,392075
2024-03,Client F,Product E,CHE,MEX,327983
2024-04,Client F,Product E,CHE,MEX,363605
2024-05,Client F,Product E,CHE,MEX,541653
2024-06,Client F,Product E,CHE,MEX,634406
2024-07,Client F,Product E,CHE,MEX,668810
2024-08,Client F,Product E,CHE,MEX,572880
2024-09,Client F,Product E,CHE,MEX,644468
2024-10,Client F,Product E,CHE,MEX,631912
2024-11,Client F,Product E,CHE,MEX,512594
2024-12,Client F,Product E,CHE,MEX,446516
2025-01,Client F,Product E,CHE,MEX,436222
2025-02,Client F,Product E,CHE,MEX,353628
2025-03,Client F,Product E,CHE,MEX,444118
2025-04,Client F,Product E,CHE,MEX,548125
2025-05,Client F,Product E,CHE,MEX,580398
2025-06,Client F,Product E,CHE,MEX,715895
2025-07,Client F,Product E,CHE,MEX,737509
2025-08,Client F,Product E,CHE,MEX,824825
2025-09,Client F,Product E,CHE,MEX,698897
2025-10,Client F,Product E,CHE,MEX,736220
2025-11,Client F,Product E,CHE,MEX,664611
2025-12,Client F,Product E,CHE,MEX,540908
2026-01,Client F,Product E,CHE,MEX,464407
2026-02,Client F,Product E,CHE,MEX,444381
2026-03,Client F,Product E,CHE,MEX,537491
2026-04,Client F,Product E,CHE,MEX,630820
2026-05,Client F,Product E,CHE,MEX,732255
2026-06,Client F,Product E,CHE,MEX,775089
2024-01,Client F,Product E,JPN,HKG,1341793
2024-02,Client F,Product E,JPN,HKG,1097283
2024-03,Client F,Product E,JPN,HKG,1045471
2024-04,Client F,Product E,JPN,HKG,911747
2024-05,Client F,Product E,JPN,HKG,1104022
2024-06,Client F,Product E,JPN,HKG,1154565
2024-07,Client F,Product E,JPN,HKG,1429227
2024-08,Client F,Product E,JPN,HKG,1571880
2024-09,Client F,Product E,JPN,HKG,1504222
2024-10,Client F,Product E,JPN,HKG,1469527
2024-11,Client F,Product E,JPN,HKG,1400341
2024-12,Client F,Product E,JPN,HKG,1526274
2025-01,Client F,Product E,JPN,HKG,1292117
2025-02,Client F,Product E,JPN,HKG,1208082
2025-03,Client F,Product E,JPN,HKG,996851
2025-04,Client F,Product E,JPN,HKG,1189652
2025-05,Client F,Product E,JPN,HKG,1224596
2025-06,Client F,Product E,JPN,HKG,1182062
2025-07,Client F,Product E,JPN,HKG,1514800
2025-08,Client F,Product E,JPN,HKG,1493316
2025-09,Client F,Product E,JPN,HKG,1572802
2025-10,Client F,Product E,JPN,HKG,1621501
2025-11,Client F,Product E,JPN,HKG,1566261
2025-12,Client F,Product E,JPN,HKG,1360720
2026-01,Client F,Product E,JPN,HKG,1583922
2026-02,Client F,Product E,JPN,HKG,1207097
2026-03,Client F,Product E,JPN,HKG,1249798
2026-04,Client F,Product E,JPN,HKG,1255093
2026-05,Client F,Product E,JPN,HKG,1317232
2026-06,Client F,Product E,JPN,HKG,1168945
2024-01,Client G,Product E,IRL,BRA,216204
2024-02,Client G,Product E,IRL,BRA,271554
2024-03,Client G,Product E,IRL,BRA,322704
2024-04,Client G,Product E,IRL,BRA,301588
2024-05,Client G,Product E,IRL,BRA,402373
2024-06,Client G,Product E,IRL,BRA,356906
2024-07,Client G,Product E,IRL,BRA,360638
2024-08,Client G,Product E,IRL,BRA,319725
2024-09,Client G,Product E,IRL,BRA,331755
2024-10,Client G,Product E,IRL,BRA,250002
2024-11,Client G,Product E,IRL,BRA,192216
2024-12,Client G,Product E,IRL,BRA,214374
2025-01,Client G,Product E,IRL,BRA,222122
2025-02,Client G,Product E,IRL,BRA,205442
2025-03,Client G,Product E,IRL,BRA,310677
2025-04,Client G,Product E,IRL,BRA,333765
2025-05,Client G,Product E,IRL,BRA,370826
2025-06,Client G,Product E,IRL,BRA,412661
2025-07,Client G,Product E,IRL,BRA,335556
2025-08,Client G,Product E,IRL,BRA,335328
2025-09,Client G,Product E,IRL,BRA,271646
2025-10,Client G,Product E,IRL,BRA,271335
2025-11,Client G,Product E,IRL,BRA,186107
2025-12,Client G,Product E,IRL,BRA,174393
2026-01,Client G,Product E,IRL,BRA,183742
2026-02,Client G,Product E,IRL,BRA,208478
2026-03,Client G,Product E,IRL,BRA,309306
2026-04,Client G,Product E,IRL,BRA,325052
2026-05,Client G,Product E,IRL,BRA,331541
2026-06,Client G,Product E,IRL,BRA,391514
2024-01,Client G,Product E,IRL,JPN,193146
2024-02,Client G,Product E,IRL,JPN,159057
2024-03,Client G,Product E,IRL,JPN,155663
2024-04,Client G,Product E,IRL,JPN,139533
2024-05,Client G,Product E,IRL,JPN,125088
2024-06,Client G,Product E,IRL,JPN,134948
2024-07,Client G,Product E,IRL,JPN,144725
2024-08,Client G,Product E,IRL,JPN,139420
2024-09,Client G,Product E,IRL,JPN,185074
2024-10,Client G,Product E,IRL,JPN,188737
2024-11,Client G,Product E,IRL,JPN,164507
2024-12,Client G,Product E,IRL,JPN,182150
2025-01,Client G,Product E,IRL,JPN,150997
2025-02,Client G,Product E,IRL,JPN,179523
2025-03,Client G,Product E,IRL,JPN,129447
2025-04,Client G,Product E,IRL,JPN,148308
2025-05,Client G,Product E,IRL,JPN,127482
2025-06,Client G,Product E,IRL,JPN,143265
2025-07,Client G,Product E,IRL,JPN,127222
2025-08,Client G,Product E,IRL,JPN,163599
2025-09,Client G,Product E,IRL,JPN,170132
2025-10,Client G,Product E,IRL,JPN,157405
2025-11,Client G,Product E,IRL,JPN,167415
2025-12,Client G,Product E,IRL,JPN,184095
2026-01,Client G,Product E,IRL,JPN,184872
2026-02,Client G,Product E,IRL,JPN,169134
2026-03,Client G,Product E,IRL,JPN,155345
2026-04,Client G,Product E,IRL,JPN,113938
2026-05,Client G,Product E,IRL,JPN,112867
2026-06,Client G,Product E,IRL,JPN,126181
2024-01,Client H,Product B,AUS,GBR,614466
2024-02,Client H,Product B,AUS,GBR,555911
2024-03,Client H,Product B,AUS,GBR,749023
2024-04,Client H,Product B,AUS,GBR,727300
2024-05,Client H,Product B,AUS,GBR,785982
2024-06,Client H,Product B,AUS,GBR,987594
2024-07,Client H,Product B,AUS,GBR,980761
2024-08,Client H,Product B,AUS,GBR,1038859
2024-09,Client H,Product B,AUS,GBR,803778
2024-10,Client H,Product B,AUS,GBR,819132
2024-11,Client H,Product B,AUS,GBR,641980
2024-12,Client H,Product B,AUS,GBR,599613
2025-01,Client H,Product B,AUS,GBR,698636
2025-02,Client H,Product B,AUS,GBR,590480
2025-03,Client H,Product B,AUS,GBR,807774
2025-04,Client H,Product B,AUS,GBR,833644
2025-05,Client H,Product B,AUS,GBR,1048774
2025-06,Client H,Product B,AUS,GBR,882623
2025-07,Client H,Product B,AUS,GBR,925868
2025-08,Client H,Product B,AUS,GBR,859264
2025-09,Client H,Product B,AUS,GBR,848295
2025-10,Client H,Product B,AUS,GBR,739205
2025-11,Client H,Product B,AUS,GBR,641042
2025-12,Client H,Product B,AUS,GBR,656692
2026-01,Client H,Product B,AUS,GBR,591916
2026-02,Client H,Product B,AUS,GBR,608466
2026-03,Client H,Product B,AUS,GBR,878699
2026-04,Client H,Product B,AUS,GBR,891633
2026-05,Client H,Product B,AUS,GBR,1089853
2026-06,Client H,Product B,AUS,GBR,1071957
2024-01,Client H,Product B,AUS,LUX,656535
2024-02,Client H,Product B,AUS,LUX,640743
2024-03,Client H,Product B,AUS,LUX,712698
2024-04,Client H,Product B,AUS,LUX,707618
2024-05,Client H,Product B,AUS,LUX,652421
2024-06,Client H,Product B,AUS,LUX,806793
2024-07,Client H,Product B,AUS,LUX,839918
2024-08,Client H,Product B,AUS,LUX,979359
2024-09,Client H,Product B,AUS,LUX,888517
2024-10,Client H,Product B,AUS,LUX,742704
2024-11,Client H,Product B,AUS,LUX,749530
2024-12,Client H,Product B,AUS,LUX,729813
2025-01,Client H,Product B,AUS,LUX,756995
2025-02,Client H,Product B,AUS,LUX,735419
2025-03,Client H,Product B,AUS,LUX,779449
2025-04,Client H,Product B,AUS,LUX,712918
2025-05,Client H,Product B,AUS,LUX,665650
2025-06,Client H,Product B,AUS,LUX,727399
2025-07,Client H,Product B,AUS,LUX,733662
2025-08,Client H,Product B,AUS,LUX,865457
2025-09,Client H,Product B,AUS,LUX,825258
2025-10,Client H,Product B,AUS,LUX,721170
2025-11,Client H,Product B,AUS,LUX,816411
2025-12,Client H,Product B,AUS,LUX,689468
2026-01,Client H,Product B,AUS,LUX,757327
2026-02,Client H,Product B,AUS,LUX,620016
2026-03,Client H,Product B,AUS,LUX,642649
2026-04,Client H,Product B,AUS,LUX,706070
2026-05,Client H,Product B,AUS,LUX,624130
2026-06,Client H,Product B,AUS,LUX,660014
2024-01,Client H,Product C,AUS,MLT,884240
2024-02,Client H,Product C,AUS,MLT,1185115
2024-03,Client H,Product C,AUS,MLT,1254440
2024-04,Client H,Product C,AUS,MLT,1280622
2024-05,Client H,Product C,AUS,MLT,1366307
2024-06,Client H,Product C,AUS,MLT,1399009
2024-07,Client H,Product C,AUS,MLT,1090520
2024-08,Client H,Product C,AUS,MLT,1013148
2024-09,Client H,Product C,AUS,MLT,679783
2024-10,Client H,Product C,AUS,MLT,620700
2024-11,Client H,Product C,AUS,MLT,602480
2024-12,Client H,Product C,AUS,MLT,623636
2025-01,Client H,Product C,AUS,MLT,996852
2025-02,Client H,Product C,AUS,MLT,984433
2025-03,Client H,Product C,AUS,MLT,1419322
2025-04,Client H,Product C,AUS,MLT,1218644
2025-05,Client H,Product C,AUS,MLT,1603748
2025-06,Client H,Product C,AUS,MLT,1268869
2025-07,Client H,Product C,AUS,MLT,1084296
2025-08,Client H,Product C,AUS,MLT,995978
2025-09,Client H,Product C,AUS,MLT,811267
2025-10,Client H,Product C,AUS,MLT,756560
2025-11,Client H,Product C,AUS,MLT,691568
2025-12,Client H,Product C,AUS,MLT,740013
2026-01,Client H,Product C,AUS,MLT,900643
2026-02,Client H,Product C,AUS,MLT,1239079
2026-03,Client H,Product C,AUS,MLT,1323015
2026-04,Client H,Product C,AUS,MLT,1452727
2026-05,Client H,Product C,AUS,MLT,1614019
2026-06,Client H,Product C,AUS,MLT,1381285
2024-01,Client H,Product D,AUS,ARE,473538
2024-02,Client H,Product D,AUS,ARE,392248
2024-03,Client H,Product D,AUS,ARE,432950
2024-04,Client H,Product D,AUS,ARE,559926
2024-05,Client H,Product D,AUS,ARE,588907
2024-06,Client H,Product D,AUS,ARE,795118
2024-07,Client H,Product D,AUS,ARE,986385
2024-08,Client H,Product D,AUS,ARE,839262
2024-09,Client H,Product D,AUS,ARE,869626
2024-10,Client H,Product D,AUS,ARE,730402
2024-11,Client H,Product D,AUS,ARE,718228
2024-12,Client H,Product D,AUS,ARE,593337
2025-01,Client H,Product D,AUS,ARE,506998
2025-02,Client H,Product D,AUS,ARE,433048
2025-03,Client H,Product D,AUS,ARE,428194
2025-04,Client H,Product D,AUS,ARE,554953
2025-05,Client H,Product D,AUS,ARE,685357
